"Word";"Phonetics";"DateEntryWord";"Definition";"RandomNumber";"CounterWords";"CumulWord";"Transl_F";"TypeOfWord";"Sentence";"DateSource";"TitleOfArticle";"Content";"Source"
"to foil";" ";4.2.1996 00:00:00;" ";0;0;0;"vt. attempts d�jouer; plans contrecarrer";"adjectif";"And that point may be summed up by saying that once a generation, sex remixes the genes of two individuals. This spins the numbers on the genetic combination lock that seals each cell, which foils parasitic burglars such as worms, bacteria and viruses.";23.12.1995 00:00:00;"The male dodo: are men necessary?";;"The Economist"
"to spin";" ";4.2.1996 00:00:00;" ";0;0;0;"vt. thread etc. fabriquer, produire
(fig) story etc inventer, fabriquer, d�biter";"adjectif";"And that point may be summed up by saying that once a generation, sex remixes the genes of two individuals. This spins the numbers on the genetic combination lock that seals each cell, which foils parasitic burglars such as worms, bacteria and viruses.";23.12.1995 00:00:00;"The male dodo: are men necessary?";;"The Economist"
"to fall back on (sth) (fig)";"d";16.3.1996 00:00:00;" ";388;0;5;"avoir recours � qch.";"adjectif";"By contrast, China�s leaders, locked in an unnerving - and seemingly never-ending - struggle to succeed Deng Xiaoping, have only China�s visceral nationalism to fall back on as their justification for holding on to power.";16.3.1996 00:00:00;"Stay back, China";;"The Economist"
"to rescind";" ";22.4.1994 00:00:00;" ";214;0;0;"vt. judgment rescinder, casser
law abroger
act r�voquer";"adjectif";"The president promptly promised to outlaw the Communist party, and  to hold a referendum at the end of the month on restoring the death penalty. Next day the abolition of the party was rescinded, or at least postponed.";;"Popescuisation";;"The Economist"
"to foreshadow";"vu";22.4.1994 00:00:00;" ";658;0;0;"vt. [event etc.] pr�sager, annoncer, laisser pr�voir";"adjectif";"A clue to what is likely to happen next in Bucharest may be found in Timisoara, where in the past month events have consistently foreshadowed those in the capital.";;"Popescuisation";;"The Economist"
"fraught";" ";4.2.1996 00:00:00;" ";0;0;0;"adj. plein, charg�, lourd (with de)
(tense) tendu";"adjectif";"As most parents of both wil tell you, bringing up a boy can be considerably more fraught and risky than bringing up a girl.";23.12.1995 00:00:00;"The male dodo: are men necessary?";;"The Economist"
"to resign";" ";22.4.1994 00:00:00;" ";14;0;0;"vt.
vi. d�missioner, donner sa d�mission (from de)";"adjectif";"Last week the president of the National Salvation Front in the Timisoara region, Mr Lorin Fortuna, was forced to resign after an unruly demonstration outside his office.";;"Popescuisation";;"The Economist"
"unruly";" ";22.4.1994 00:00:00;" ";161;0;0;"child indisciplin�, turbulent";"adjectif";"Last week the president of the National Salvation Front in the Timisoara region, Mr Lorin Fortuna, was forced to resign after an unruly demonstration outside his office.";;"Popescuisation";;"The Economist"
"to take off";"d";5.4.1996 00:00:00;" ";700;0;1;"vt sep (remove) garment enlever, �ter, retirer
item on menu, train, bus supprimer";"adjectif";"But Mr Pataki (Governor of New-York) did not wait for the distict attorney (DA) to wrestle with his conscience; in an unprecedented move, he simply took Mr Johnson off the case.";30.3.1996 00:00:00;"The death penalty: Rumble in the Bronx";;"The Economist"
"to wrestle with";"d";5.4.1996 00:00:00;" ";0;0;0;"(fig) problem, one�s conscience, sums, device se d�battre avec
temptation, illness, disease lutter contre";"adjectif";"But Mr Pataki (Governor of New-York) did not wait for the distict attorney (DA) to wrestle with his conscience; in an unprecedented move, he simply took Mr Johnson off the case.";30.3.1996 00:00:00;"The death penalty: Rumble in the Bronx";;"The Economist"
"to win over (to)";"d";30.4.1996 00:00:00;" ";700;0;0;"vt sep person convaincre, persuader; voter gagner � sa cause";"adjectif";"To be fair, there is one big difference between this latest round of reform and previous ones. It is that Mr Wolfensohn has done his utmost to win the Bank�s staff over to his cause, rather than imposing change upon them. But the wooing has not been easy.";20.4.1996 00:00:00;"Mr Wolfensohn�s new clients";"James Wolfensohn, the World Bank�s new boss, is trying to reinvent the organisation. First, however, he ought to decide what business it should be in.";"The Economist"
"legacy";" ";22.4.1994 00:00:00;" ";0;0;0;"(fig) legs, h�ritage";"adjectif";"Of all Ceausescu�s legacies, perhaps the saddest can be found in Romania�s maternity wards.";;"Popescuisation";;"The Economist"
"ward";" ";22.4.1994 00:00:00;" ";14;0;0;"[hospital] salle, (separate building) pavillon";"adjectif";"Of all Ceausescu�s legacies, perhaps the saddest can be found in Romania�s maternity wards.";;"Popescuisation";;"The Economist"
"bleeding";"vu";22.4.1994 00:00:00;" ";607;0;0;"(loosing blood) saignement
(more serious) h�morragie";"adjectif";"Like many others, she had resorted to attempted self-abortion. That had caused such bad bleeding that doctors do not know whether she will survive.";;"Popescuisation";;"The Economist"
"to resort";" ";22.4.1994 00:00:00;" ";357;0;1;"vi. avoir recours (to sth/sb � qch./qn) recourir (to sth � qch.)";"adjectif";"Like many others, she had resorted to attempted self-abortion. That had caused such bad bleeding that doctors do not know whether she will survive.";;"Popescuisation";;"The Economist"
"daunting";"vu";27.1.1996 00:00:00;" ";654;0;0;"adj. d�courageant, intimidant";"adjectif";"Yet, despite all these efforts, the problems of Russia�s ramshackle nuclear industry remain daunting.";27.1.1996 00:00:00;"Russia�s nuclear nightmare";;"The Economist"
"ramshackle";" ";27.1.1996 00:00:00;" ";0;0;0;"adj. building d�labr�, branlant; table branlant";"adjectif";"Yet, despite all these efforts, the problems of Russia�s ramshackle nuclear industry remain daunting.";27.1.1996 00:00:00;"Russia�s nuclear nightmare";;"The Economist"
"barracks";" ";22.4.1994 00:00:00;" ";0;0;0;"(often with sg vb.) (Mil) caserne, quartier";"adjectif";"The general, hailed as a saviour by the city�s population, said that his main task would be to guarantee that local elections now under way in the region are free and fair.";;"Popescuisation";;"The Economist"
"saviour";" ";22.4.1994 00:00:00;" ";0;0;0;"sauveur";"adjectif";"The general, hailed as a saviour by the city�s population, said that his main task would be to guarantee that local elections now under way in the region are free and fair.";;"Popescuisation";;"The Economist"
"to hail";" ";22.4.1994 00:00:00;" ";0;0;0;"vt. (greet) saluer;
(acknowledge) acclamer (as comme)";"adjectif";"The general, hailed as a saviour by the city�s population, said that his main task would be to guarantee that local elections now under way in the region are free and fair.";;"Popescuisation";;"The Economist"
"stiff";" ";1.11.1995 00:00:00;" ";29;0;0;"fig. bow, smile, reception froid
exam, test difficile";"adjectif";"After several meetings, the ambassadors ganged up and wrote a stiff letter to IMF headquarters in Washington.";28.10.1995 00:00:00;;;"The Economist"
"to gang up against/on";"d";1.11.1995 00:00:00;" ";436;0;4;"vi se mettre � plusieurs (to do pour faire)";"adjectif";"After several meetings, the ambassadors ganged up and wrote a stiff letter to IMF headquarters in Washington.";28.10.1995 00:00:00;;;"The Economist"
"tiff";"l";16.3.1996 00:00:00;" ";573;0;0;"prise de bec *";"adjectif";"But money-making has not proved enough of a distraction for the newly assertive China. Meanwhile, other pressures have been at work that now make the China-Taiwan tiff too dangerous to shrug off, as East Asia�s governments are still trying to do, as an ""i";16.3.1996 00:00:00;"Stay back, China";;"The Economist"
"to shrug off";"d";16.3.1996 00:00:00;" ";700;0;0;"vt. sep suggestion, warning d�daigner, faire fi de
remark  ignorer, ne pas relever";"adjectif";"But money-making has not proved enough of a distraction for the newly assertive China. Meanwhile, other pressures have been at work that now make the China-Taiwan tiff too dangerous to shrug off, as East Asia�s governments are still trying to do, as an ""i";16.3.1996 00:00:00;"Stay back, China";;"The Economist"
"to call in";"d";8.5.1996 00:00:00;" ";700;0;0;;"adjectif";"It can also have a potentially devastating effect on the real economy. As banks struggle to stay afloat, they will call in their outstanding loans and refuse to make new ones, creating a credit crunch that can aggravate an economic downturn.";27.4.1996 00:00:00;"International banking: coping with the ups and downs";;"The Economist"
"to gobble up";"d";2.4.1996 00:00:00;" ";267;0;1;"vt food engloutir; engouffrer, avaler gloutonnement";"adjectif";"As it happens, the enlargement of the Union will involve making some welcome reforms, expecially to the protectionist farm policy, which gobbles up nearly half the budget, and to the ""structural"" funds for poorer regions, which consume much of the rest.";30.3.1996 00:00:00;"Europe tries again";;"The Economist"
"(US) voter turnout; (Brit.) turnout at the polls";" ";5.4.1996 00:00:00;" ";0;0;0;"(taux de) participation �lectorale";"adjectif";"America�s voter turnout has long been dreadful., and Oregon is no exception. In 1994, 38% of Oregon�s eligible voters cast their ballots in the May primary and 56% voted in the general election in November.";9.12.1996 00:00:00;"Oregon: your vote is in the mail";;"The Economist"
"ballot";" ";5.4.1996 00:00:00;" ";0;0;0;"(Pol etc) (paper) bulletin de vote; (method of voting) scrutin";"adjectif";"America�s voter turnout has long been dreadful., and Oregon is no exception. In 1994, 38% of Oregon�s eligible voters cast their ballots in the May primary and 56% voted in the general election in November.";9.12.1996 00:00:00;"Oregon: your vote is in the mail";;"The Economist"
"dreadful";" ";5.4.1996 00:00:00;" ";0;0;0;"adj. crime, sight, suffering �pouvantable, affreux, atroce";"adjectif";"America�s voter turnout has long been dreadful., and Oregon is no exception. In 1994, 38% of Oregon�s eligible voters cast their ballots in the May primary and 56% voted in the general election in November.";9.12.1996 00:00:00;"Oregon: your vote is in the mail";;"The Economist"
"to tap (for)";"d";12.5.1996 00:00:00;" ";700;0;5;"(fig) resources, supplies exploiter, utiliser";"adjectif";"In the past week Recognition Systems, a software designer, and City Technology, an environmental-technology firm, became the latest in a stream of such companies to tap investors� new-found enthusiasm by unveiling plans for a stockmarket flotation";4.5.1996 00:00:00;"Sowing a high-tech crop";"Britain is showing signs of overcoming its time-honoured inability to turn new technology into commercial success";"The Economist"
"to get by";"d";4.2.1996 00:00:00;" ";0;0;0;"vi. (manage) se d�brouiller, s�en tirer";"adjectif";"Biologically, the purpose of sex is still poorly understood. There are animals and plants that get by without one.";23.12.1995 00:00:00;"The male dodo: are men necessary?";;"The Economist"
"to pour forth/out";"d";5.4.1996 00:00:00;" ";29;0;0;"vi. [water] sortir � flots
[people, cars,animals] sortir en masse";"adjectif";"On December 20th, plummeting foreign-exchange reserves forced the newly elected president of Mexico, Ernesto Zedillo, to devalue the peso. The badly handled devaluation created panic among investors. Money poured out of the country.";9.12.1996 00:00:00;"Latin America finance: the rollercoaster region";;"The Economist"
"to teeter on the edge";"vu";5.4.1996 00:00:00;" ";675;0;2;"�tre pr�t � tomber dans";"adjectif";"On December 20th, plummeting foreign-exchange reserves forced the newly elected president of Mexico, Ernesto Zedillo, to devalue the peso. The badly handled devaluation created panic among investors. Money poured out of the country.";9.12.1996 00:00:00;"Latin America finance: the rollercoaster region";;"The Economist"
"to put off";"d";5.4.1996 00:00:00;" ";700;0;1;"(postpone) departure, appointment, meeting retarder, ajourner, repousser
decision remettre � plus tard, diff�rer";"adjectif";"""France is at a cross-roads"" he declared (Jupp�). ""Its only choice is between change or decline. It can and must go ahead with the reforms which have already been put off for too long.""";9.12.1996 00:00:00;"The strength in Jupp�s inability to yield";;"The Economist"
"to step up";"d";27.1.1996 00:00:00;" ";700;0;0;"vt sep production, sales augmenter, accroitre
efforts intensifier, multiplier";"adjectif";"One effect of the lessons proved to be stepped-up attendance figures.";;;;"Jokes"
"to take in";"d";8.5.1996 00:00:00;" ";700;0;0;;"adjectif";"When a bank suddenly goes bust, its rivals may experience problems too. To see why, consider a typical, profitable bank that takes in deposits and uses the money to make long-term loans.";27.4.1996 00:00:00;"International banking: coping with the ups and downs";;"The Economist"
"to ward off";"d";16.3.1996 00:00:00;" ";700;0;0;"vt sep blow, danger parer, �viter; illness �viter";"adjectif";"China wants to secure its political goals by military threats. They have already provoked the foreign intervention that China is always warning against. And Chinese efforts to ward off Taiwanese independence may prove even more counter-productive.";16.3.1996 00:00:00;"Taiwan votes, China thunders";;"The Economist"
"to wane";"d";26.4.1996 00:00:00;;700;0;0;" ";"adjectif";"Fran�ois Mitterand shared some of the general�s (de Gaulle) suspicion that the Atlantic alliance was a tool for America�s domination of Europe. When the Russian threat waned, in the early 1990s - making a strong alliance less essential - he hankered after";20.4.1996 00:00:00;"Burying the general:";"France�s arpprochement with NATO is speeding up the transformation of the North Atlantic alliance";"The Economist"
"hue";"vu";26.4.1996 00:00:00;" ";663;0;0;"(colour) teinte, nuance";"adjectif";"The French say they are open-minded about the details: what counts is that the alliance should have a more European hue.";20.4.1996 00:00:00;"Burying the general:";" France�s arpprochement with NATO is speeding up the transformation of the North Atlantic alliance";"The Economist"
"sop";" ";26.4.1996 00:00:00;" ";0;0;0;;"adjectif";"One Verona remedy, accepted by all except recalcitrant Britain, is to create a new exchange-rate mechanism (ERM) to link the outs to the euro. ..As a sop to Britain and Sweden, however, joining this system will not be compulsory.";20.4.1996 00:00:00;"Economic and monetary union: how to shift the goal-posts";;"The Economist"
"snag";" ";8.5.1996 00:00:00;" ";0;0;0;"(fig: drawback) inconv�nient, obstacle, difficult�, �cueil";"adjectif";"The snag with a safety net is that it tempts banks to take big risks in the knowledge that taxpayers will foot the bill if they fail. This danger, known as ""moral hazard"", creates a dilemma for governments.";27.4.1996 00:00:00;"International banking: coping with the ups and downs";;"The Economist"
"to foot the bill*";" ";8.5.1996 00:00:00;" ";396;0;0;"payer (la note or la douloureuse*), casquer**";"adjectif";"The snag with a safety net is that it tempts banks to take big risks in the knowledge that taxpayers will foot the bill if they fail. This danger, known as ""moral hazard"", creates a dilemma for governments.";27.4.1996 00:00:00;"International banking: coping with the ups and downs";;"The Economist"
"leg";" ";8.5.1996 00:00:00;" ";0;0;0;"(stage) [journey] �tape";"adjectif";"To tackle systematic risk, governments have developed a three-legged approach. The first leg is to establish a lender of last resort, usually a country�s central bank, which will provide liquidity during a financial crisis, either to individual banks or t";27.4.1996 00:00:00;"International banking: coping with the ups and downs";;"The Economist"
"to tackle";" ";8.5.1996 00:00:00;" ";0;0;0;"task s�attaquer �; problem, question, subject aborder, s�attaquer";"adjectif";"To tackle systematic risk, governments have developed a three-legged approach. The first leg is to establish a lender of last resort, usually a country�s central bank, which will provide liquidity during a financial crisis, either to individual banks or t";27.4.1996 00:00:00;"International banking: coping with the ups and downs";;"The Economist"
"to chalk up";"d";6.5.1996 00:00:00;" ";700;0;0;;"adjectif";"The Front National chalked up a steady 10-15% of the vote over the past decade. It argues for ""national preference"", giving native French people jobs, housing and welfare ahead of immigrants.";27.4.1996 00:00:00;"France: keep them out";;"The Economist"
"to tamper with";"vu";19.4.1996 00:00:00;" ";560;0;0;"machinery, car, brakes, safe etc. toucher � (sans permission)
document, text alt�rer, fausser, falsifier";"adjectif";"In November 1988 Business Week started publishing a ranking of business schools. It unearthed massive discontent, with students complaining that professors were not interested in anything other than research, and recruiters worrying that the schools produ";13.4.1996 00:00:00;"Re-engineering the MBA";;"The Economist"
"hazy";" ";9.5.1996 00:00:00;" ";0;0;0;"adj. day, weather brumeux;
idea vague, n�buleux";"adjectif";"However, things are hazy at the top. It is hard to know in advance which crucial decisions a chief executive will face.";4.5.1996 00:00:00;"The need for greed.";"It is commonly argued that to get company bosses to pursue their interests, shareholders should turn them into owners. Should they?";"The Economist"
"ominous";" ";29.4.1996 00:00:00;" ";0;0;0;"adj event, appearance de mauvais augure, de sinistre pr�sage";"adjectif";"Certainly, a bit of confusion about internal boundaries is not necessarily ominous. After all, where borders are not formed by natural features such as rivers, a finely drawn line on the map might translate into a swathe several kilometres wide on the gro";20.4.1996 00:00:00;"China�s feuding regions";;"The Economist"
"swathe";" ";29.4.1996 00:00:00;" ";655;0;0;;"adjectif";"Certainly, a bit of confusion about internal boundaries is not necessarily ominous. After all, where borders are not formed by natural features such as rivers, a finely drawn line on the map might translate into a swathe several kilometres wide on the gro";20.4.1996 00:00:00;"China�s feuding regions";;"The Economist"
"strain (2)";;29.4.1996 00:00:00;" ";0;0;0;"(Tech etc) tension, effort, pression";"adjectif";"Huge economic disparities between regions (China) add to the strains on the government�s cherished ideal of national unity. The coastal provinces in the east are growing much faster than areas in the centre and the west.";20.4.1996 00:00:00;"China�s feuding regions";;"The Economist"
"to veil";" ";29.4.1996 00:00:00;" ";0;0;0;"(fig) truth, facts voiler
feelings voiler, dissimuler";"adjectif";"In one example of thinly veiled local protectionism, the Shanghai municipal government earlier this year set new standards for cars that could be used as taxis.";20.4.1996 00:00:00;"China�s feuding regions";;"The Economist"
"aloud";" ";29.4.1996 00:00:00;" ";0;0;0;"adv read � haute voix; � voix haute";"adjectif";"The government�s efforts underscore the fact that, as in any country as large as China, far-flung regions are bound to have very different interests and identities. Though few in China would dare speculate aloud about it, there are some who believe such d";20.4.1996 00:00:00;"China�s feuding regions";;"The Economist"
"far-flung";" ";29.4.1996 00:00:00;" ";0;0;0;"vaste, tr�s �tendu";"adjectif";"The government�s efforts underscore the fact that, as in any country as large as China, far-flung regions are bound to have very different interests and identities. Though few in China would dare speculate aloud about it, there are some who believe such d";20.4.1996 00:00:00;"China�s feuding regions";;"The Economist"
"to tug across, along, away etc";"d";29.4.1996 00:00:00;" ";700;0;0;"(drag) tire, tra�ner";"adjectif";"The government�s efforts underscore the fact that, as in any country as large as China, far-flung regions are bound to have very different interests and identities. Though few in China would dare speculate aloud about it, there are some who believe such d";20.4.1996 00:00:00;"China�s feuding regions";;"The Economist"
"to underscore";" ";29.4.1996 00:00:00;" ";509;0;0;"vt (lit) souligner; (fig) souligner, mettre en �vidence";"adjectif";"The government�s efforts underscore the fact that, as in any country as large as China, far-flung regions are bound to have very different interests and identities. Though few in China would dare speculate aloud about it, there are some who believe such d";20.4.1996 00:00:00;"China�s feuding regions";;"The Economist"
"coalescence";;29.4.1996 00:00:00;" ";0;0;0;"(lit, fig) fusion, combinaison, union";"adjectif";"They reflect the long-standing policy of frequently rotating leaders at local levels of government in order to prevent any dangerous coalescence of regional identity and local authority. For the same reasons, senior officers in the seven military regions ";20.4.1996 00:00:00;"China�s feuding regions";;"The Economist"
"to shuffle";" ";29.4.1996 00:00:00;" ";0;0;0;"cards battre; dominoes m�ler, brouiller; papers remuer, d�ranger";"adjectif";"They reflect the long-standing policy of frequently rotating leaders at local levels of government in order to prevent any dangerous coalescence of regional identity and local authority. For the same reasons, senior officers in the seven military regions ";20.4.1996 00:00:00;"China�s feuding regions";;"The Economist"
"slick";"d";29.4.1996 00:00:00;" ";355;0;0;"(pej) explanation trop prompt; excuse facile; style superficiel";"adjectif";"On April 11th, China�s senior man for Hong Kong affairs, Lu Ping, came to town to preside over what was meant to be a slick show of pan-Chinese unity.";20.4.1996 00:00:00;"Beijing comes to Hong Kong";;"The Economist"
"fudge";"vu";6.5.1996 00:00:00;" ";655;0;0;"(dodging) faux-fuyants, �chappatoires";"adjectif";"Moreover, the result, though close, is pretty unambiguous. In a country (Italy)  that has turned political fudge into an art, it is big news that there were, for the most part, clear winners and losers.";27.4.1996 00:00:00;"Someting new in Italy
Italy has elected a left-of-centre government for the first time in 50 years.";;"The Economist"
"rally (1)";;19.4.1996 00:00:00;" ";151;0;0;"(in health) am�lioration, mieux
(St Ex) reprise";"adjectif";"It is rare for so many indicators to point at the same time in a currency�s favour. So why did the dollar�s rally stall early this year? One explanation is related to the fact that Japan�s economy is recovering more strongly than many had expected.";13.4.1996 00:00:00;"Finance an economics: up, up and (briefly) away";;"The Economist"
"to stall";"vu";19.4.1996 00:00:00;" ";558;0;0;"vi. [car, engine, driver] caler; [aircraft] �tre en perte de vitesse, d�crocher";"adjectif";"It is rare for so many indicators to point at the same time in a currency�s favour. So why did the dollar�s rally stall early this year? One explanation is related to the fact that Japan�s economy is recovering more strongly than many had expected.";13.4.1996 00:00:00;"Finance an economics: up, up and (briefly) away";;"The Economist"
"bump";"vu";19.4.1996 00:00:00;" ";652;0;0;"(blow) choc, heurt, coup";"adjectif";"All of this will tend to limit the greenback�s room for appreciation. So those who lap up dollars now should beware: they may later come down to earth with a bump.";13.4.1996 00:00:00;"Finance an economics: up, up and (briefly) away";;"The Economist"
"greenback";" ";19.4.1996 00:00:00;" ";8;0;0;"(US) (*: dollar) billet vert";"adjectif";"All of this will tend to limit the greenback�s room for appreciation. So those who lap up dollars now should beware: they may later come down to earth with a bump.";13.4.1996 00:00:00;"Finance an economics: up, up and (briefly) away";;"The Economist"
"to lap up";"d";19.4.1996 00:00:00;" ";502;0;1;"(*fig) compliments accueillir or accepter b�atement, boire comme du petit-lait";"adjectif";"All of this will tend to limit the greenback�s room for appreciation. So those who lap up dollars now should beware: they may later come down to earth with a bump.";13.4.1996 00:00:00;"Finance an economics: up, up and (briefly) away";;"The Economist"
"wit";" ";19.4.1996 00:00:00;" ";408;0;0;"(gen pl: intelligence) esprit, intelligence, astuce";"adjectif";"One of the least amusing examples of English wit is called ""How to Explain Cricket to a Foreigner"".";13.4.1996 00:00:00;"European monetary union: not cricket";;"The Economist"
"to revamp";"d";19.4.1996 00:00:00;;700;0;0;" ";"adjectif";"This aside, a revamped ERM could create other difficulties. Paul de Grauwe, an economist at Belgium�s University of Louvain, argues that outs with poor reputations in financial markets - such as Italy, Spain and Sweden- would have to pay a premium on thei";13.4.1996 00:00:00;"European monetary union: not cricket";;"The Economist"
"stricture";"vu";19.4.1996 00:00:00;" ";642;0;0;"(criticism) critique (hostile) (on de);
(restriction) restriction (on de)";"adjectif";"Because membership of EMU requires budget deficits of less than 3% of GDP, the strictures of a new ERM would make it harder for the outs to eventually get in.";13.4.1996 00:00:00;"European monetary union: not cricket";;"The Economist"
"to coax";" ";19.4.1996 00:00:00;" ";23;0;0;"vt cajoler, c�liner (pour amadouer)";"adjectif";"The two banks admitted holding talks after a report in a Swiss newspaper on April 9th that CS Holding was trying to coax UBS into a merger.";13.4.1996 00:00:00;"Bank mergers: a giant gnome?";;"The Economist"
"to dangle";" ";9.5.1996 00:00:00;" ";0;0;0;"(fig) prospect, offer faire miroiter (before sb � qn)";"adjectif";"To make such ""tournament"" schemes work, a firm must dangle fat carrots in front of managers at each stage of the competition. Thus, a board may want to pay the chief executive a wad of cash not just to encourage him to work hard, but to encourage his subo";4.5.1996 00:00:00;"The need for greed.";"It is commonly argued that to get company bosses to pursue their interests, shareholders should turn them into owners. Should they?";"The Economist"
"wad";" ";9.5.1996 00:00:00;" ";0;0;0;"(bundle) [papers, documents] paquet, tas, pile
[banknotes] liasse";"adjectif";"To make such ""tournament"" schemes work, a firm must dangle fat carrots in front of managers at each stage of the competition. Thus, a board may want to pay the chief executive a wad of cash not just to encourage him to work hard, but to encourage his subo";4.5.1996 00:00:00;"The need for greed.";"It is commonly argued that to get company bosses to pursue their interests, shareholders should turn them into owners. Should they?";"The Economist"
"link-up";;19.4.1996 00:00:00;" ";145;0;4;"(gen) lien, rapport
(Rad, TV: connection) liaison";"adjectif";"Rumours gaining currency in Zurich (and at CS Holding) suggest that the talks were leaked by Mr Senn or one of his colleagues in the hope of scuppering a link-up. UBS denies this.";13.4.1996 00:00:00;"Bank mergers: a giant gnome?";;"The Economist"
"to scupper";" ";19.4.1996 00:00:00;" ";558;0;1;"vt. (Brit*) plan, negotiations faire capoter, saboter; effort saboter";"adjectif";"Rumours gaining currency in Zurich (and at CS Holding) suggest that the talks were leaked by Mr Senn or one of his colleagues in the hope of scuppering a link-up. UBS denies this.";13.4.1996 00:00:00;"Bank mergers: a giant gnome?";;"The Economist"
"to befuddle";" ";9.5.1996 00:00:00;" ";0;0;0;"vt. (confuse) brouiller l�esprit or les id�es de; 
(make tipsy) griser, �m�cher";"adjectif";"Given the difficult climb to the top of a large firm, and the fierce competition for good leaders among the world�s biggest firms, it is not surprising that many company bosses are paid enormous sums. Far more befuddling, however, is the composition of th";4.5.1996 00:00:00;"The need for greed.";"It is commonly argued that to get company bosses to pursue their interests, shareholders should turn them into owners. Should they?";"The Economist"
"keep";;25.4.1996 00:00:00;" ";616;0;5;"(U: livelihood, food)";"adjectif";"Fractals have also started to earn their keep in more humble industries than the movies. Making springs, for example, is beset by a recurrent problem. Since spring makers have no reliable way of telling whether a particular batch of wire will make a good ";13.4.1996 00:00:00;"Science and technology: Of springs, crowds, crinkles and the price of the yen";;"The Economist"
"spring";" ";25.4.1996 00:00:00;" ";388;0;0;"(for chair, mattress, watch; also Tech) ressort";"adjectif";"Fractals have also started to earn their keep in more humble industries than the movies. Making springs, for example, is beset by a recurrent problem. Since spring makers have no reliable way of telling whether a particular batch of wire will make a good ";13.4.1996 00:00:00;"Science and technology: Of springs, crowds, crinkles and the price of the yen";;"The Economist"
"to beset";"d";27.4.1996 00:00:00;;700;0;0;" ";"adjectif";"Fractals have also started to earn their keep in more humble industries than the movies. Making springs, for example, is beset by a recurrent problem. Since spring makers have no reliable way of telling whether a particular batch of wire will make a good ";13.4.1996 00:00:00;"Science and technology: Of springs, crowds, crinkles and the price of the yen";;"The Economist"
"to coil";" ";25.4.1996 00:00:00;" ";663;0;0;"vt rope enrouler; hair enrouler, torsader
(Elec) wire bobiner";"adjectif";"Fractals have also started to earn their keep in more humble industries than the movies. Making springs, for example, is beset by a recurrent problem. Since spring makers have no reliable way of telling whether a particular batch of wire will make a good ";13.4.1996 00:00:00;"Science and technology: Of springs, crowds, crinkles and the price of the yen";;"The Economist"
"trifling";" ";9.5.1996 00:00:00;" ";0;0;0;"adj. insignifiant";"adjectif";"Giving the boss of such a firm even an apparently trifling 0.1% stake would award him $10m of illiquid, undiversified wealth. He might rely too heavily on derivatives to hedge risks that are better left alone.";4.5.1996 00:00:00;"The need for greed.";"It is commonly argued that to get company bosses to pursue their interests, shareholders should turn them into owners. Should they?";"The Economist"
"to bump into";"d";9.5.1996 00:00:00;" ";0;0;0;"[person] butter contre; se cogner contre
(*:meet) rencontrer par hasard, tomber sur";"adjectif";"Hence the demand by many pay gurus to give company bosses bigger stakes in their firms. It is argued that this will encourage them to act in the interests of investors. 
Although this sounds simple, it bumps into the question of risk.";4.5.1996 00:00:00;"The need for greed.";"It is commonly argued that to get company bosses to pursue their interests, shareholders should turn them into owners. Should they?";"The Economist"
"hurdle";" ";19.4.1996 00:00:00;" ";208;0;0;"(for fences) claie; (Sport) haie; (fig) obstacle";"adjectif";"A deal is also likely to be scrutinised closely by the country�s competition authorities, because the merged bank would account for half of most domestic loan markets. But the biggest hurdle may be UBS itself, which seems lukewarm about a merger.";13.4.1996 00:00:00;"Bank mergers: a giant gnome?";;"The Economist"
"lukewarm";" ";19.4.1996 00:00:00;" ";290;0;0;"adj. (lit) ti�de; (fig) ti�de, peu enthousiaste";"adjectif";"A deal is also likely to be scrutinised closely by the country�s competition authorities, because the merged bank would account for half of most domestic loan markets. But the biggest hurdle may be UBS itself, which seems lukewarm about a merger.";13.4.1996 00:00:00;"Bank mergers: a giant gnome?";;"The Economist"
"rumpus*";" ";29.4.1996 00:00:00;" ";0;0;0;"chahut; (noise) tapage, boucan**";"adjectif";"Student representatives invited to the consultation were kicked out for displaying T-shirts emblazoned with the slogan ""Raping public opinion"". China�s official news agency chose not to report the rumpus.";20.4.1996 00:00:00;"Beijing comes to Hong Kong";;"The Economist"
"to emblazon";" ";29.4.1996 00:00:00;" ";0;0;0;"(Her) blasonner";"adjectif";"Student representatives invited to the consultation were kicked out for displaying T-shirts emblazoned with the slogan ""Raping public opinion"". China�s official news agency chose not to report the rumpus.";20.4.1996 00:00:00;"Beijing comes to Hong Kong";;"The Economist"
"drove";" ";7.5.1996 00:00:00;" ";1;0;0;"[animals] troupeau en marche";"adjectif";"When interest rates rose sharply in 1989, puncturing the bubble, borrowers began to default in droves and banks in many countries were quickly submerged by bad debts.";27.4.1996 00:00:00;"International banking: coping with the ups and downs";;"The Economist"
"to puncture";" ";7.5.1996 00:00:00;" ";1;0;0;"vt tyre, balloon crever; skin, leather, paper piquer";"adjectif";"When interest rates rose sharply in 1989, puncturing the bubble, borrowers began to default in droves and banks in many countries were quickly submerged by bad debts.";27.4.1996 00:00:00;"International banking: coping with the ups and downs";;"The Economist"
